Tempo,Na,Cl,NaCl
0.0,58.0,42.0,0.0
0.016666666666666666,58.0,42.0,0.0
0.03333333333333333,58.0,42.0,0.0
0.05,58.0,42.0,0.0
0.06666666666666667,58.0,42.0,0.0
0.08333333333333333,57.0,41.0,1.0
0.09999999999999999,57.0,41.0,1.0
0.11666666666666665,57.0,41.0,1.0
0.13333333333333333,57.0,41.0,1.0
0.15,57.0,41.0,1.0
0.16666666666666666,57.0,41.0,1.0
0.18333333333333332,57.0,41.0,1.0
0.19999999999999998,55.0,39.0,3.0
0.21666666666666665,55.0,39.0,3.0
0.2333333333333333,55.0,39.0,3.0
0.24999999999999997,55.0,39.0,3.0
0.26666666666666666,55.0,39.0,3.0
0.2833333333333333,55.0,39.0,3.0
0.3,55.0,39.0,3.0
0.31666666666666665,55.0,39.0,3.0
0.3333333333333333,55.0,39.0,3.0
0.35,55.0,39.0,3.0
0.36666666666666664,55.0,39.0,3.0
0.3833333333333333,55.0,39.0,3.0
0.39999999999999997,55.0,39.0,3.0
0.41666666666666663,55.0,39.0,3.0
0.4333333333333333,55.0,39.0,3.0
0.44999999999999996,55.0,39.0,3.0
0.4666666666666666,55.0,39.0,3.0
0.4833333333333333,55.0,39.0,3.0
0.49999999999999994,55.0,39.0,3.0
0.5166666666666666,54.0,38.0,4.0
0.5333333333333333,54.0,38.0,4.0
0.55,54.0,38.0,4.0
0.5666666666666668,54.0,38.0,4.0
0.5833333333333335,54.0,38.0,4.0
0.6000000000000002,54.0,38.0,4.0
0.6166666666666669,54.0,38.0,4.0
0.6333333333333336,54.0,38.0,4.0
0.6500000000000004,54.0,38.0,4.0
0.6666666666666671,54.0,38.0,4.0
0.6833333333333338,54.0,38.0,4.0
0.7000000000000005,54.0,38.0,4.0
0.7166666666666672,54.0,38.0,4.0
0.733333333333334,54.0,38.0,4.0
0.7500000000000007,54.0,38.0,4.0
0.7666666666666674,54.0,38.0,4.0
0.7833333333333341,54.0,38.0,4.0
0.8000000000000008,54.0,38.0,4.0
0.8166666666666675,54.0,38.0,4.0
0.8333333333333343,54.0,38.0,4.0
0.850000000000001,54.0,38.0,4.0
0.8666666666666677,54.0,38.0,4.0
0.8833333333333344,54.0,38.0,4.0
0.9000000000000011,54.0,38.0,4.0
0.9166666666666679,53.0,37.0,5.0
0.9333333333333346,53.0,37.0,5.0
0.9500000000000013,53.0,37.0,5.0
0.966666666666668,53.0,37.0,5.0
0.9833333333333347,53.0,37.0,5.0
1.0000000000000013,53.0,37.0,5.0
1.016666666666668,53.0,37.0,5.0
1.0333333333333345,53.0,37.0,5.0
1.0500000000000012,53.0,37.0,5.0
1.0666666666666678,53.0,37.0,5.0
1.0833333333333344,53.0,37.0,5.0
1.100000000000001,52.0,36.0,6.0
1.1166666666666676,52.0,36.0,6.0
1.1333333333333342,52.0,36.0,6.0
1.1500000000000008,52.0,36.0,6.0
1.1666666666666674,52.0,36.0,6.0
1.183333333333334,52.0,36.0,6.0
1.2000000000000006,52.0,36.0,6.0
1.2166666666666672,52.0,36.0,6.0
1.2333333333333338,52.0,36.0,6.0
1.2500000000000004,52.0,36.0,6.0
1.266666666666667,51.0,35.0,7.0
1.2833333333333337,51.0,35.0,7.0
1.3000000000000003,51.0,35.0,7.0
1.3166666666666669,51.0,35.0,7.0
1.3333333333333335,51.0,35.0,7.0
1.35,51.0,35.0,7.0
1.3666666666666667,51.0,35.0,7.0
1.3833333333333333,51.0,35.0,7.0
1.4,51.0,35.0,7.0
1.4166666666666665,51.0,35.0,7.0
1.4333333333333331,51.0,35.0,7.0
1.4499999999999997,51.0,35.0,7.0
1.4666666666666663,51.0,35.0,7.0
1.483333333333333,50.0,34.0,8.0
1.4999999999999996,50.0,34.0,8.0
1.5166666666666662,50.0,34.0,8.0
1.5333333333333328,50.0,34.0,8.0
1.5499999999999994,50.0,34.0,8.0
1.566666666666666,50.0,34.0,8.0
1.5833333333333326,50.0,34.0,8.0
1.5999999999999992,48.0,32.0,10.0
1.6166666666666658,48.0,32.0,10.0
1.6333333333333324,48.0,32.0,10.0
1.649999999999999,47.0,31.0,11.0
1.6666666666666656,47.0,31.0,11.0
1.6833333333333322,47.0,31.0,11.0
1.6999999999999988,47.0,31.0,11.0
1.7166666666666655,47.0,31.0,11.0
1.733333333333332,47.0,31.0,11.0
1.7499999999999987,47.0,31.0,11.0
1.7666666666666653,47.0,31.0,11.0
1.7833333333333319,47.0,31.0,11.0
1.7999999999999985,47.0,31.0,11.0
1.816666666666665,47.0,31.0,11.0
1.8333333333333317,47.0,31.0,11.0
1.8499999999999983,47.0,31.0,11.0
1.866666666666665,47.0,31.0,11.0
1.8833333333333315,47.0,31.0,11.0
1.8999999999999981,47.0,31.0,11.0
1.9166666666666647,45.0,29.0,13.0
1.9333333333333313,45.0,29.0,13.0
1.949999999999998,45.0,29.0,13.0
1.9666666666666646,45.0,29.0,13.0
1.9833333333333312,45.0,29.0,13.0
1.9999999999999978,45.0,29.0,13.0
2.0166666666666644,45.0,29.0,13.0
2.033333333333331,45.0,29.0,13.0
2.0499999999999976,45.0,29.0,13.0
2.066666666666664,45.0,29.0,13.0
2.083333333333331,45.0,29.0,13.0
2.0999999999999974,45.0,29.0,13.0
2.116666666666664,45.0,29.0,13.0
2.1333333333333306,45.0,29.0,13.0
2.1499999999999972,45.0,29.0,13.0
2.166666666666664,45.0,29.0,13.0
2.1833333333333305,45.0,29.0,13.0
2.199999999999997,45.0,29.0,13.0
2.2166666666666637,45.0,29.0,13.0
2.2333333333333303,45.0,29.0,13.0
2.249999999999997,45.0,29.0,13.0
2.2666666666666635,45.0,29.0,13.0
2.28333333333333,45.0,29.0,13.0
2.2999999999999967,45.0,29.0,13.0
2.3166666666666633,45.0,29.0,13.0
2.33333333333333,45.0,29.0,13.0
2.3499999999999965,45.0,29.0,13.0
2.366666666666663,45.0,29.0,13.0
2.3833333333333298,45.0,29.0,13.0
2.3999999999999964,45.0,29.0,13.0
2.416666666666663,45.0,29.0,13.0
2.4333333333333296,45.0,29.0,13.0
2.449999999999996,45.0,29.0,13.0
2.466666666666663,45.0,29.0,13.0
2.4833333333333294,45.0,29.0,13.0
2.499999999999996,45.0,29.0,13.0
2.5166666666666626,45.0,29.0,13.0
2.533333333333329,45.0,29.0,13.0
2.549999999999996,45.0,29.0,13.0
2.5666666666666624,45.0,29.0,13.0
2.583333333333329,45.0,29.0,13.0
2.5999999999999956,45.0,29.0,13.0
2.6166666666666623,45.0,29.0,13.0
2.633333333333329,45.0,29.0,13.0
2.6499999999999955,45.0,29.0,13.0
2.666666666666662,45.0,29.0,13.0
2.6833333333333287,45.0,29.0,13.0
2.6999999999999953,45.0,29.0,13.0
2.716666666666662,45.0,29.0,13.0
2.7333333333333285,45.0,29.0,13.0
2.749999999999995,43.0,27.0,15.0
2.7666666666666617,43.0,27.0,15.0
2.7833333333333283,42.0,26.0,16.0
2.799999999999995,42.0,26.0,16.0
2.8166666666666615,42.0,26.0,16.0
2.833333333333328,42.0,26.0,16.0
2.8499999999999948,41.0,25.0,17.0
2.8666666666666614,41.0,25.0,17.0
2.883333333333328,41.0,25.0,17.0
2.8999999999999946,41.0,25.0,17.0
2.916666666666661,41.0,25.0,17.0
2.933333333333328,41.0,25.0,17.0
2.9499999999999944,41.0,25.0,17.0
2.966666666666661,41.0,25.0,17.0
2.9833333333333276,41.0,25.0,17.0
2.9999999999999942,40.0,24.0,18.0
3.016666666666661,40.0,24.0,18.0
3.0333333333333274,40.0,24.0,18.0
3.049999999999994,40.0,24.0,18.0
3.0666666666666607,40.0,24.0,18.0
3.0833333333333273,40.0,24.0,18.0
3.099999999999994,40.0,24.0,18.0
3.1166666666666605,40.0,24.0,18.0
3.133333333333327,40.0,24.0,18.0
3.1499999999999937,40.0,24.0,18.0
3.1666666666666603,40.0,24.0,18.0
3.183333333333327,40.0,24.0,18.0
3.1999999999999935,39.0,23.0,19.0
3.21666666666666,39.0,23.0,19.0
3.2333333333333267,39.0,23.0,19.0
3.2499999999999933,39.0,23.0,19.0
3.26666666666666,39.0,23.0,19.0
3.2833333333333266,39.0,23.0,19.0
3.299999999999993,39.0,23.0,19.0
3.3166666666666598,38.0,22.0,20.0
3.3333333333333264,38.0,22.0,20.0
3.349999999999993,38.0,22.0,20.0
3.3666666666666596,38.0,22.0,20.0
3.383333333333326,38.0,22.0,20.0
3.399999999999993,38.0,22.0,20.0
3.4166666666666594,38.0,22.0,20.0
3.433333333333326,38.0,22.0,20.0
3.4499999999999926,38.0,22.0,20.0
3.4666666666666592,38.0,22.0,20.0
3.483333333333326,38.0,22.0,20.0
3.4999999999999925,38.0,22.0,20.0
3.516666666666659,38.0,22.0,20.0
3.5333333333333257,38.0,22.0,20.0
3.5499999999999923,38.0,22.0,20.0
3.566666666666659,38.0,22.0,20.0
3.5833333333333255,38.0,22.0,20.0
3.599999999999992,37.0,21.0,21.0
3.6166666666666587,37.0,21.0,21.0
3.6333333333333253,37.0,21.0,21.0
3.649999999999992,37.0,21.0,21.0
3.6666666666666585,37.0,21.0,21.0
3.683333333333325,37.0,21.0,21.0
3.6999999999999917,37.0,21.0,21.0
3.7166666666666583,37.0,21.0,21.0
3.733333333333325,37.0,21.0,21.0
3.7499999999999916,37.0,21.0,21.0
3.766666666666658,37.0,21.0,21.0
3.7833333333333248,37.0,21.0,21.0
3.7999999999999914,37.0,21.0,21.0
3.816666666666658,37.0,21.0,21.0
3.8333333333333246,37.0,21.0,21.0
3.849999999999991,37.0,21.0,21.0
3.866666666666658,37.0,21.0,21.0
3.8833333333333244,37.0,21.0,21.0
3.899999999999991,37.0,21.0,21.0
3.9166666666666576,37.0,21.0,21.0
3.9333333333333242,37.0,21.0,21.0
3.949999999999991,37.0,21.0,21.0
3.9666666666666575,37.0,21.0,21.0
3.983333333333324,37.0,21.0,21.0
3.9999999999999907,37.0,21.0,21.0
4.016666666666658,37.0,21.0,21.0
4.033333333333324,37.0,21.0,21.0
4.049999999999991,37.0,21.0,21.0
4.0666666666666575,37.0,21.0,21.0
4.083333333333324,37.0,21.0,21.0
4.099999999999991,37.0,21.0,21.0
4.116666666666657,37.0,21.0,21.0
4.133333333333324,37.0,21.0,21.0
4.149999999999991,37.0,21.0,21.0
4.166666666666657,37.0,21.0,21.0
4.183333333333324,37.0,21.0,21.0
4.19999999999999,37.0,21.0,21.0
4.216666666666657,37.0,21.0,21.0
4.233333333333324,37.0,21.0,21.0
4.24999999999999,37.0,21.0,21.0
4.266666666666657,37.0,21.0,21.0
4.2833333333333234,37.0,21.0,21.0
4.29999999999999,37.0,21.0,21.0
4.316666666666657,37.0,21.0,21.0
4.333333333333323,37.0,21.0,21.0
4.34999999999999,37.0,21.0,21.0
4.3666666666666565,37.0,21.0,21.0
4.383333333333323,37.0,21.0,21.0
4.39999999999999,37.0,21.0,21.0
4.416666666666656,37.0,21.0,21.0
4.433333333333323,37.0,21.0,21.0
4.4499999999999895,37.0,21.0,21.0
4.466666666666656,37.0,21.0,21.0
4.483333333333323,37.0,21.0,21.0
4.499999999999989,37.0,21.0,21.0
4.516666666666656,37.0,21.0,21.0
4.533333333333323,37.0,21.0,21.0
4.549999999999989,37.0,21.0,21.0
4.566666666666656,37.0,21.0,21.0
4.583333333333322,37.0,21.0,21.0
4.599999999999989,37.0,21.0,21.0
4.616666666666656,37.0,21.0,21.0
4.633333333333322,37.0,21.0,21.0
4.649999999999989,37.0,21.0,21.0
4.666666666666655,37.0,21.0,21.0
4.683333333333322,37.0,21.0,21.0
4.699999999999989,37.0,21.0,21.0
4.716666666666655,37.0,21.0,21.0
4.733333333333322,37.0,21.0,21.0
4.7499999999999885,37.0,21.0,21.0
4.766666666666655,37.0,21.0,21.0
4.783333333333322,37.0,21.0,21.0
4.799999999999988,37.0,21.0,21.0
4.816666666666655,37.0,21.0,21.0
4.8333333333333215,37.0,21.0,21.0
4.849999999999988,37.0,21.0,21.0
4.866666666666655,37.0,21.0,21.0
4.883333333333321,37.0,21.0,21.0
4.899999999999988,37.0,21.0,21.0
4.9166666666666545,37.0,21.0,21.0
4.933333333333321,37.0,21.0,21.0
4.949999999999988,37.0,21.0,21.0
4.966666666666654,37.0,21.0,21.0
4.983333333333321,37.0,21.0,21.0
4.999999999999988,37.0,21.0,21.0
5.016666666666654,37.0,21.0,21.0
5.033333333333321,37.0,21.0,21.0
5.049999999999987,37.0,21.0,21.0
5.066666666666654,37.0,21.0,21.0
5.083333333333321,37.0,21.0,21.0
5.099999999999987,37.0,21.0,21.0
5.116666666666654,37.0,21.0,21.0
5.13333333333332,37.0,21.0,21.0
5.149999999999987,37.0,21.0,21.0
5.166666666666654,37.0,21.0,21.0
5.18333333333332,37.0,21.0,21.0
5.199999999999987,37.0,21.0,21.0
5.2166666666666535,37.0,21.0,21.0
5.23333333333332,37.0,21.0,21.0
5.249999999999987,37.0,21.0,21.0
5.266666666666653,37.0,21.0,21.0
5.28333333333332,37.0,21.0,21.0
5.2999999999999865,37.0,21.0,21.0
5.316666666666653,37.0,21.0,21.0
5.33333333333332,37.0,21.0,21.0
5.349999999999986,37.0,21.0,21.0
5.366666666666653,37.0,21.0,21.0
5.3833333333333195,37.0,21.0,21.0
5.399999999999986,37.0,21.0,21.0
5.416666666666653,37.0,21.0,21.0
5.433333333333319,37.0,21.0,21.0
5.449999999999986,37.0,21.0,21.0
5.466666666666653,37.0,21.0,21.0
5.483333333333319,36.0,20.0,22.0
5.499999999999986,36.0,20.0,22.0
5.516666666666652,36.0,20.0,22.0
5.533333333333319,36.0,20.0,22.0
5.549999999999986,36.0,20.0,22.0
5.566666666666652,36.0,20.0,22.0
5.583333333333319,36.0,20.0,22.0
5.599999999999985,36.0,20.0,22.0
5.616666666666652,36.0,20.0,22.0
5.633333333333319,36.0,20.0,22.0
5.649999999999985,36.0,20.0,22.0
5.666666666666652,36.0,20.0,22.0
5.6833333333333185,36.0,20.0,22.0
5.699999999999985,36.0,20.0,22.0
5.716666666666652,36.0,20.0,22.0
5.733333333333318,36.0,20.0,22.0
5.749999999999985,36.0,20.0,22.0
5.7666666666666515,36.0,20.0,22.0
5.783333333333318,36.0,20.0,22.0
5.799999999999985,36.0,20.0,22.0
5.816666666666651,36.0,20.0,22.0
5.833333333333318,36.0,20.0,22.0
5.8499999999999845,36.0,20.0,22.0
5.866666666666651,36.0,20.0,22.0
5.883333333333318,36.0,20.0,22.0
5.899999999999984,36.0,20.0,22.0
5.916666666666651,36.0,20.0,22.0
5.933333333333318,36.0,20.0,22.0
5.949999999999984,36.0,20.0,22.0
5.966666666666651,36.0,20.0,22.0
5.983333333333317,36.0,20.0,22.0
5.999999999999984,36.0,20.0,22.0
6.016666666666651,36.0,20.0,22.0
6.033333333333317,35.0,19.0,23.0
6.049999999999984,35.0,19.0,23.0
6.06666666666665,35.0,19.0,23.0
6.083333333333317,35.0,19.0,23.0
6.099999999999984,35.0,19.0,23.0
6.11666666666665,35.0,19.0,23.0
6.133333333333317,35.0,19.0,23.0
6.1499999999999835,35.0,19.0,23.0
6.16666666666665,35.0,19.0,23.0
6.183333333333317,35.0,19.0,23.0
6.199999999999983,35.0,19.0,23.0
6.21666666666665,35.0,19.0,23.0
6.2333333333333165,35.0,19.0,23.0
6.249999999999983,35.0,19.0,23.0
6.26666666666665,34.0,18.0,24.0
6.283333333333316,34.0,18.0,24.0
6.299999999999983,34.0,18.0,24.0
6.3166666666666496,34.0,18.0,24.0
6.333333333333316,34.0,18.0,24.0
6.349999999999983,34.0,18.0,24.0
6.366666666666649,34.0,18.0,24.0
6.383333333333316,34.0,18.0,24.0
6.399999999999983,34.0,18.0,24.0
6.416666666666649,34.0,18.0,24.0
6.433333333333316,34.0,18.0,24.0
6.449999999999982,34.0,18.0,24.0
6.466666666666649,34.0,18.0,24.0
6.483333333333316,34.0,18.0,24.0
6.499999999999982,34.0,18.0,24.0
6.516666666666649,34.0,18.0,24.0
6.5333333333333155,34.0,18.0,24.0
6.549999999999982,34.0,18.0,24.0
6.566666666666649,34.0,18.0,24.0
6.583333333333315,34.0,18.0,24.0
6.599999999999982,34.0,18.0,24.0
6.6166666666666485,34.0,18.0,24.0
6.633333333333315,34.0,18.0,24.0
6.649999999999982,34.0,18.0,24.0
6.666666666666648,34.0,18.0,24.0
6.683333333333315,34.0,18.0,24.0
6.6999999999999815,34.0,18.0,24.0
6.716666666666648,34.0,18.0,24.0
6.733333333333315,34.0,18.0,24.0
6.749999999999981,34.0,18.0,24.0
6.766666666666648,34.0,18.0,24.0
6.783333333333315,34.0,18.0,24.0
6.799999999999981,34.0,18.0,24.0
6.816666666666648,34.0,18.0,24.0
6.833333333333314,34.0,18.0,24.0
6.849999999999981,34.0,18.0,24.0
6.866666666666648,34.0,18.0,24.0
6.883333333333314,34.0,18.0,24.0
6.899999999999981,34.0,18.0,24.0
6.916666666666647,34.0,18.0,24.0
6.933333333333314,34.0,18.0,24.0
6.949999999999981,34.0,18.0,24.0
6.966666666666647,34.0,18.0,24.0
6.983333333333314,34.0,18.0,24.0
6.9999999999999805,34.0,18.0,24.0
7.016666666666647,34.0,18.0,24.0
7.033333333333314,34.0,18.0,24.0
7.04999999999998,34.0,18.0,24.0
7.066666666666647,34.0,18.0,24.0
7.0833333333333135,34.0,18.0,24.0
7.09999999999998,34.0,18.0,24.0
7.116666666666647,34.0,18.0,24.0
7.133333333333313,34.0,18.0,24.0
7.14999999999998,34.0,18.0,24.0
7.1666666666666465,34.0,18.0,24.0
7.183333333333313,34.0,18.0,24.0
7.19999999999998,34.0,18.0,24.0
7.216666666666646,34.0,18.0,24.0
7.233333333333313,34.0,18.0,24.0
7.24999999999998,34.0,18.0,24.0
7.266666666666646,34.0,18.0,24.0
7.283333333333313,34.0,18.0,24.0
7.299999999999979,34.0,18.0,24.0
7.316666666666646,34.0,18.0,24.0
7.333333333333313,34.0,18.0,24.0
7.349999999999979,34.0,18.0,24.0
7.366666666666646,34.0,18.0,24.0
7.383333333333312,34.0,18.0,24.0
7.399999999999979,34.0,18.0,24.0
7.416666666666646,34.0,18.0,24.0
7.433333333333312,33.0,17.0,25.0
7.449999999999979,33.0,17.0,25.0
7.4666666666666455,33.0,17.0,25.0
7.483333333333312,33.0,17.0,25.0
7.499999999999979,33.0,17.0,25.0
7.516666666666645,33.0,17.0,25.0
7.533333333333312,33.0,17.0,25.0
7.5499999999999785,33.0,17.0,25.0
7.566666666666645,33.0,17.0,25.0
7.583333333333312,33.0,17.0,25.0
7.599999999999978,33.0,17.0,25.0
7.616666666666645,33.0,17.0,25.0
7.6333333333333115,33.0,17.0,25.0
7.649999999999978,33.0,17.0,25.0
7.666666666666645,33.0,17.0,25.0
7.683333333333311,33.0,17.0,25.0
7.699999999999978,33.0,17.0,25.0
7.716666666666645,33.0,17.0,25.0
7.733333333333311,33.0,17.0,25.0
7.749999999999978,33.0,17.0,25.0
7.766666666666644,33.0,17.0,25.0
7.783333333333311,33.0,17.0,25.0
7.799999999999978,33.0,17.0,25.0
7.816666666666644,33.0,17.0,25.0
7.833333333333311,33.0,17.0,25.0
7.849999999999977,33.0,17.0,25.0
7.866666666666644,33.0,17.0,25.0
7.883333333333311,33.0,17.0,25.0
7.899999999999977,33.0,17.0,25.0
7.916666666666644,33.0,17.0,25.0
7.9333333333333105,33.0,17.0,25.0
7.949999999999977,33.0,17.0,25.0
7.966666666666644,33.0,17.0,25.0
7.98333333333331,33.0,17.0,25.0
7.999999999999977,33.0,17.0,25.0
8.016666666666644,33.0,17.0,25.0
8.033333333333312,33.0,17.0,25.0
8.04999999999998,33.0,17.0,25.0
8.066666666666647,33.0,17.0,25.0
8.083333333333314,33.0,17.0,25.0
8.099999999999982,33.0,17.0,25.0
8.11666666666665,33.0,17.0,25.0
8.133333333333317,33.0,17.0,25.0
8.149999999999984,33.0,17.0,25.0
8.166666666666652,32.0,16.0,26.0
8.18333333333332,32.0,16.0,26.0
8.199999999999987,32.0,16.0,26.0
8.216666666666654,32.0,16.0,26.0
8.233333333333322,32.0,16.0,26.0
8.24999999999999,32.0,16.0,26.0
8.266666666666657,32.0,16.0,26.0
8.283333333333324,32.0,16.0,26.0
8.299999999999992,32.0,16.0,26.0
8.31666666666666,32.0,16.0,26.0
8.333333333333327,32.0,16.0,26.0
8.349999999999994,32.0,16.0,26.0
8.366666666666662,32.0,16.0,26.0
8.38333333333333,32.0,16.0,26.0
8.399999999999997,32.0,16.0,26.0
8.416666666666664,32.0,16.0,26.0
8.433333333333332,32.0,16.0,26.0
8.45,32.0,16.0,26.0
8.466666666666667,32.0,16.0,26.0
8.483333333333334,32.0,16.0,26.0
8.500000000000002,32.0,16.0,26.0
8.51666666666667,32.0,16.0,26.0
8.533333333333337,32.0,16.0,26.0
8.550000000000004,32.0,16.0,26.0
8.566666666666672,32.0,16.0,26.0
8.58333333333334,32.0,16.0,26.0
8.600000000000007,32.0,16.0,26.0
8.616666666666674,32.0,16.0,26.0
8.633333333333342,32.0,16.0,26.0
8.65000000000001,32.0,16.0,26.0
8.666666666666677,32.0,16.0,26.0
8.683333333333344,32.0,16.0,26.0
8.700000000000012,32.0,16.0,26.0
8.71666666666668,32.0,16.0,26.0
8.733333333333347,32.0,16.0,26.0
8.750000000000014,32.0,16.0,26.0
8.766666666666682,32.0,16.0,26.0
8.78333333333335,32.0,16.0,26.0
8.800000000000017,32.0,16.0,26.0
8.816666666666684,32.0,16.0,26.0
8.833333333333352,32.0,16.0,26.0
8.85000000000002,32.0,16.0,26.0
8.866666666666687,32.0,16.0,26.0
8.883333333333354,32.0,16.0,26.0
8.900000000000022,32.0,16.0,26.0
8.91666666666669,32.0,16.0,26.0
8.933333333333357,32.0,16.0,26.0
8.950000000000024,32.0,16.0,26.0
8.966666666666692,32.0,16.0,26.0
8.98333333333336,32.0,16.0,26.0
9.000000000000027,32.0,16.0,26.0
9.016666666666694,32.0,16.0,26.0
9.033333333333362,32.0,16.0,26.0
9.05000000000003,32.0,16.0,26.0
9.066666666666697,32.0,16.0,26.0
9.083333333333364,32.0,16.0,26.0
9.100000000000032,32.0,16.0,26.0
9.1166666666667,32.0,16.0,26.0
9.133333333333367,32.0,16.0,26.0
9.150000000000034,31.0,15.0,27.0
9.166666666666702,31.0,15.0,27.0
9.183333333333369,31.0,15.0,27.0
9.200000000000037,30.0,14.0,28.0
9.216666666666704,30.0,14.0,28.0
9.233333333333372,30.0,14.0,28.0
9.250000000000039,30.0,14.0,28.0
9.266666666666707,30.0,14.0,28.0
9.283333333333374,30.0,14.0,28.0
9.300000000000042,30.0,14.0,28.0
9.316666666666709,30.0,14.0,28.0
9.333333333333377,30.0,14.0,28.0
9.350000000000044,30.0,14.0,28.0
9.366666666666712,30.0,14.0,28.0
9.383333333333379,30.0,14.0,28.0
9.400000000000047,30.0,14.0,28.0
9.416666666666714,30.0,14.0,28.0
9.433333333333382,30.0,14.0,28.0
9.450000000000049,30.0,14.0,28.0
9.466666666666717,30.0,14.0,28.0
9.483333333333384,30.0,14.0,28.0
9.500000000000052,30.0,14.0,28.0
9.516666666666719,30.0,14.0,28.0
9.533333333333387,30.0,14.0,28.0
9.550000000000054,30.0,14.0,28.0
9.566666666666721,30.0,14.0,28.0
9.583333333333389,30.0,14.0,28.0
9.600000000000056,30.0,14.0,28.0
9.616666666666724,30.0,14.0,28.0
9.633333333333391,30.0,14.0,28.0
9.650000000000059,30.0,14.0,28.0
9.666666666666726,30.0,14.0,28.0
9.683333333333394,30.0,14.0,28.0
9.700000000000061,30.0,14.0,28.0
9.716666666666729,30.0,14.0,28.0
9.733333333333396,30.0,14.0,28.0
9.750000000000064,30.0,14.0,28.0
9.766666666666731,30.0,14.0,28.0
9.783333333333399,30.0,14.0,28.0
9.800000000000066,30.0,14.0,28.0
9.816666666666734,30.0,14.0,28.0
9.833333333333401,30.0,14.0,28.0
9.850000000000069,30.0,14.0,28.0
9.866666666666736,30.0,14.0,28.0
9.883333333333404,30.0,14.0,28.0
9.900000000000071,30.0,14.0,28.0
9.916666666666739,30.0,14.0,28.0
9.933333333333406,30.0,14.0,28.0
9.950000000000074,30.0,14.0,28.0
9.966666666666741,30.0,14.0,28.0
